benchmark,result,exit_code,cpu_time_seconds,system_time_seconds,wall_time_seconds,cpu_percentage,max_memory_kb,avg_memory_kb,major_page_faults,minor_page_faults,voluntary_context_switches,involuntary_context_switches,file_system_inputs,file_system_outputs,socket_messages_sent,socket_messages_received,signals_delivered,page_size_bytes,conflicts,decisions,propagations,restarts,conflict_literals,learnt_literals,max_literals,tot_literals,variables,clauses,original_clauses,learned_clauses_deleted,avg_clause_length,conflicts_per_second,decisions_per_second,propagations_per_second,random_decisions_percentage,preprocessing_time,solving_time,total_literals_in_learned,deleted_literals_percentage,file_size_bytes
5952b9f18b73dabb531c60e3ac85d26f-ctl_4291_567_9_unsat,UNSAT,20,0,0,692.202678472,100,0,0,0,0,86,992,0,0,0,0,0,4096,3971552,4756902,1999670685,7057,71360341,71360341,,71360341,17850,154655,154655,44.96,.23,5737.55,6872.12,2888851.41,0.00,,,71360341,44.96,3198754
57f4ea7ab160d996e38e69fac59869c4-x9-09047.sat.sanitized,UNSAT,20,0,0,160.859519997,99,0,0,0,0,36,125,0,0,0,0,0,4096,4461497,5524220,434025209,8025,124862272,124862272,,124862272,450,4058,4058,26.86,.22,27735.36,34341.89,2698163.02,0.00,,,124862272,26.86,50106
5865fb9a6575d2ae6542c36ab96646a9-x9-11088.sat.sanitized,SAT,10,0,0,867.764337355,99,0,0,0,0,37,351,0,0,0,0,0,4096,16437304,20827776,1825686911,24574,562221882,562221882,,562221882,550,4956,4956,24.97,.22,18942.12,24001.65,2103897.14,0.00,,,562221882,24.97,61658
573cc82ec61e01fd6e6308493ee56289-linked_list_swap_contents_safety_unwind80,ERROR,0,0,0,438.061232600,97,0,0,0,0,18030,532,0,0,0,0,0,4096,,,,,,,,,3345193,42768117,42768117,,.15,,,,,,,,,1110049414
59825ed96dc3bbdbd8789a4870b323ec-hcp_CP18_18,TIMEOUT,124,0,0,5227.590487344,99,0,0,0,0,188,9902,0,0,0,0,0,4096,,,,,,,,,122472,440385,440385,,.55,,,,,,,,,9559330
576ebc1333f2c466c2dec98792721e1f-j3037_9_rggt_b,SAT,10,0,0,1197.649913407,99,0,0,0,0,59,722,0,0,0,0,0,4096,5254749,6692934,5122249847,8191,162384148,162384148,,162384148,18913,85586,85586,43.63,.44,4387.55,5588.38,4276917.47,0.00,,,162384148,43.63,1471029
5690b9b0380aa9508699e56cae5918b5-170058440,TIMEOUT,124,0,0,5127.137697450,99,0,0,0,0,38,1851,0,0,0,0,0,4096,,,,,,,,,320,1120,1120,,.57,,,,,,,,,16242
556cf803f9de4b2ec688825b5ff7e325-tseitin_d3_n174.sanitized,TIMEOUT,124,0,0,5115.501084460,100,0,0,0,0,39,3179,0,0,0,0,0,4096,,,,,,,,,261,696,696,,.75,,,,,,,,,9938
54c2da6d387a6f5ad6e014ae4d4decfc-x9-10038.sat.sanitized,SAT,10,0,0,246.378842195,99,0,0,0,0,37,317,0,0,0,0,0,4096,6275042,7997963,648845658,10235,202467799,202467799,,202467799,500,4499,4499,24.21,.22,25469.07,32462.05,2633528.31,0.00,,,202467799,24.21,55814
55199d55fa9c3751a525d6c0a0e649bd-WS_500_16_90_70.apx_2_DC-AD,TIMEOUT,124,0,0,5100.919190946,100,0,0,0,0,39,7317,0,0,0,0,0,4096,,,,,,,,,1000,13000,13000,,.15,,,,,,,,,157042
5411047bc24f4321f0e490e01e4a0910-goldcrest-and-9,UNSAT,20,0,0,674.083252269,99,0,0,0,0,388,1025,0,0,0,0,0,4096,287981,1328284,753882941,691,47761634,47761634,,47761634,370674,1133238,1133238,50.75,.65,427.21,1970.50,1118382.54,0.00,,,47761634,50.75,21887723
543e67dd5abc272c37775b1b742a1d9a-qwh.60.1728.shuffled-as.sat03-1659,TIMEOUT,124,0,0,5000.525969837,99,0,0,0,0,165,8074,0,0,0,0,0,4096,,,,,,,,,25162,542447,542447,,.09,,,,,,,,,8043194
5432e4dd44480fadbd66647db1750c80-pcmax-scheduling-m24-24102-255206-SAT.sanitized,TIMEOUT,124,0,0,5000.239515107,99,0,0,0,0,380,6689,0,0,0,0,0,4096,,,,,,,,,24101,254904,254904,,.18,,,,,,,,,4944536
511a2d81661a185c2115daec42270dec-circuit_32in32out_with_500gates_6in6out_dist64_seed1.sanitized,SAT,10,0,0,597.027583468,99,0,0,0,0,2177,2685,0,0,0,0,0,4096,930071,1336724,64156535,2043,16523016,16523016,,16523016,3032,2016000,2016000,18.49,0,1557.83,2238.96,107459.91,0.00,,,16523016,18.49,128435573
52aaf653a79ca14fa1127cda32aa94ce-noL-11-10.sanitized,TIMEOUT,124,0,0,5000.153863114,99,0,0,0,0,144,2873,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133508
50019e4419d48196bb4b95933a8b5030-noL-11-14.sanitized,TIMEOUT,124,0,0,5000.135689247,99,0,0,0,0,39,2504,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133532
4f2d6659b5c9bf594ea12e3e1a85799f-mdp-32-11-unsat,TIMEOUT,124,0,0,5000.123487715,99,0,0,0,0,38,2584,0,0,0,0,0,4096,,,,,,,,,990,5649,5649,,.35,,,,,,,,,90236
4e366e723d75fe39bf6db9a24ffb059b-Dodecahedron-k7,TIMEOUT,124,0,0,5000.139247918,99,0,0,0,0,99,13579,0,0,0,0,0,4096,,,,,,,,,17600,198610,198610,,.17,,,,,,,,,3987129
4d7f6efbae05b66ffbbd509a430d57f8-stb_418_125.apx_1_DC-ST,TIMEOUT,124,0,0,5000.145534901,99,0,0,0,0,40,4588,0,0,0,0,0,4096,,,,,,,,,836,17015,17015,,.09,,,,,,,,,209063
4c54efa61599e33d514bf718ff23ad09-lec_mult_CvK_12x11.sanitized,TIMEOUT,124,0,0,5000.142506329,99,0,0,0,0,40,2875,0,0,0,0,0,4096,,,,,,,,,5253,15714,15714,,.66,,,,,,,,,224831
4be4ae25aae88528bc10f8369bba86df-ER_400_20_4.apx_1_DC-AD,TIMEOUT,124,0,0,5000.132426037,99,0,0,0,0,45,2163,0,0,0,0,0,4096,,,,,,,,,802,49150,49150,,.03,,,,,,,,,598570
4a8285a53f30b35016b0c85ea17ba155-1-TC-256-K-68.sanitized,UNSAT,20,0,0,3975.995060191,99,0,0,0,0,154,7240,0,0,0,0,0,4096,3271149,4714839,3261001756,5833,173048172,173048172,,173048172,15642,482125,482125,55.57,.06,822.72,1185.82,820172.48,0.00,,,173048172,55.57,7364989
475803537529d9d14a034957f48a6d38-x9-09076.sat.sanitized,UNSAT,20,0,0,413.021156487,99,0,0,0,0,37,1296,0,0,0,0,0,4096,10778529,13223840,1054006351,16383,322170363,322170363,,322170363,450,4055,4055,27.16,.22,26096.79,32017.34,2551942.76,0.00,,,322170363,27.16,50133
47e1ada0070708c2953d322c06aea00d-noL-11-8.sanitized,TIMEOUT,124,0,0,5000.129234393,99,0,0,0,0,39,2639,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133498
479b1413f8bd1d6fc0723856ffca9792-constraints_18_0.4_2.sanitized,TIMEOUT,124,0,0,5000.135986622,99,0,0,0,0,1372,2850,0,0,0,0,0,4096,,,,,,,,,3264,126414,126414,,.05,,,,,,,,,82538140
46d75199933980fdb856f13e5b1817dd-1-TC-256-K-64.sanitized,TIMEOUT,124,0,0,10593.955906683,48,0,0,0,0,144,7645,0,0,0,0,0,4096,,,,,,,,,14880,444603,444603,,.06,,,,,,,,,6772559
462d72f9b78ab1cd080667ff12a114ac-lec_mult_CvK_12x12.sanitized,TIMEOUT,124,0,0,10680.182056161,48,0,0,0,0,40,1583,0,0,0,0,0,4096,,,,,,,,,5462,16339,16339,,.66,,,,,,,,,233845
461df1a7056560279d532bc2743022b6-Folkman-185-75415683.sanitized,TIMEOUT,124,0,0,10706.954465961,48,0,0,0,0,42,5703,0,0,0,0,0,4096,,,,,,,,,17020,20444,20444,,1.66,,,,,,,,,400252
44fd38bd0c5fc7336be468161dee4eda-post-cbmc-aes-ee-r3-noholes,UNSAT,20,0,0,2324.118666416,100,0,0,0,0,1058,4420,0,0,0,0,0,4096,9046018,16186573,1196400594,14681,319998980,319998980,,319998980,498723,2041491,2041491,12.05,.48,3892.23,6964.60,514776.03,0.00,,,319998980,12.05,63108470
45a09efb026036ff4b8d19024a7563a9-fermat-931960058139995587,TIMEOUT,124,0,0,5335.268247116,100,0,0,0,0,58,2963,0,0,0,0,0,4096,,,,,,,,,12257,69473,69473,,.35,,,,,,,,,1407528
43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07,SAT,10,0,0,90.983443984,101,0,0,0,0,224,110,0,0,0,0,0,4096,133820,698234,304840553,370,30866147,30866147,,30866147,145943,625454,625454,15.78,.46,1470.81,7674.29,3350505.75,0.00,,,30866147,15.78,11674114
4517202fdd0ccc8a97d83684b021ea96-VanDerWaerden_2-3-14_186,TIMEOUT,124,0,0,5326.194016788,99,0,0,0,0,39,4862,0,0,0,0,0,4096,,,,,,,,,186,9795,9795,,.03,,,,,,,,,184578
44c25de7963c45e92a2407ad839f6e8b-Break_20_72.xml,TIMEOUT,124,0,0,80846.320855941,6,0,0,0,0,106,7413,0,0,0,0,0,4096,,,,,,,,,53844,270141,270141,,.39,,,,,,,,,4443746
41f4cb4992a481c9d43e2e1a4e2349ac-sgen1-sat-180-100,SAT,10,0,0,760.245691324,100,0,0,0,0,37,323,0,0,0,0,0,4096,56285917,68371190,2150141475,72188,1908627721,1908627721,,1908627721,180,432,432,10.46,.83,74036.48,89933.01,2828219.21,0.00,,,1908627721,10.46,5270
425c81fc3af7f5124b6282583d80df11-mdp-32-12-unsat,TIMEOUT,124,0,0,80818.736842073,6,0,0,0,0,37,5569,0,0,0,0,0,4096,,,,,,,,,985,5613,5613,,.35,,,,,,,,,89878
4214f45042f8c504f9837afaec88bf8f-ER_400_20_7.apx_2_DC-AD,TIMEOUT,124,0,0,80801.181675939,6,0,0,0,0,45,8925,0,0,0,0,0,4096,,,,,,,,,802,48037,48037,,.03,,,,,,,,,584415
4106867bc76b8794330a205cf8a303ad-bvsub_19952.smt2,UNSAT,20,0,0,2080.979823475,99,0,0,0,0,556,2380,0,0,0,0,0,4096,3998113,611324963,6700901369,7151,36447904,36447904,,36447904,598533,1616034,1616034,23.06,.74,1921.26,293767.84,3220070.32,0.00,,,36447904,23.06,32130273
3ed56242f55e3653dbceeb4a70221787-rbsat-v945c61409gyes9-sc2009,SAT,10,0,0,158.913627805,99,0,0,0,0,46,154,0,0,0,0,0,4096,441358,785092,48838666,1022,41562486,41562486,,41562486,945,61409,61409,32.03,.03,2777.34,4940.36,307328.36,0.00,,,41562486,32.03,723873
40737c2f46512069d54b0d2bb3b47a20-ER_400_20_4.apx_2_DC-AD,TIMEOUT,124,0,0,31106.865843703,16,0,0,0,0,45,5156,0,0,0,0,0,4096,,,,,,,,,802,49150,49150,,.03,,,,,,,,,598570
3bf8ba6bb4e4ea9ad08b1b058661ba2e-summle_X4044_steps7_I1-2-2-4-4-8-25-100,SAT,10,0,0,4.220141560,97,0,0,0,0,97,4,0,0,0,0,0,4096,32904,69263,32300124,124,1063837,1063837,,1063837,93724,196648,196648,32.81,.95,7796.89,16412.48,7653801.07,0.00,,,1063837,32.81,3980423
3c6e1d1c4b8d3d08aa4c1df3805f4f7d-x9-10031.sat.sanitized,UNSAT,20,0,0,29886.449396016,13,0,0,0,0,38,3832,0,0,0,0,0,4096,63387578,78794689,6363056935,81918,2111456990,2111456990,,2111456990,500,4491,4491,27.15,.22,2120.94,2636.46,212907.75,0.00,,,2111456990,27.15,55722
3a75ad246dbc750a7391ad887c5b0835-x9-11093.sat.sanitized,SAT,10,0,0,142.083463798,100,0,0,0,0,37,102,0,0,0,0,0,4096,3069405,3986035,344807411,5373,107726376,107726376,,107726376,550,4950,4950,23.14,.22,21602.83,28054.17,2426794.79,0.00,,,107726376,23.14,61595
4073757aae06fc2b50c043f088b132b4-simon-r19-1.sanitized,TIMEOUT,124,0,0,31079.205401550,16,0,0,0,0,38,3558,0,0,0,0,0,4096,,,,,,,,,3168,10400,10400,,.60,,,,,,,,,166198
3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml,SAT,10,0,0,.262803630,54,0,0,0,0,36,1,0,0,0,0,0,4096,2046,8178,665025,14,157613,157613,,157613,3890,14187,14187,7.37,.54,7785.28,31118.29,2530501.57,0.00,,,157613,7.37,193720
3b59c5d9b6729f39c8483446701f4ed0-g2-T93.2.1,UNSAT,20,0,0,1331.760160998,99,0,0,0,0,4414,1790,0,0,0,0,0,4096,453928,3683658,3935607613,1022,16765295,16765295,,16765295,3438718,11882170,11882170,31.10,.57,340.84,2766.00,2955192.48,0.00,,,16765295,31.10,270200542
396fd56f3fd7b85afbba4254ea6e746c-circuit_32in32out_with_80gates_7in7out_dist128_seed1.sanitized,SAT,10,0,0,796.055941120,99,0,0,0,0,1349,4845,0,0,0,0,0,4096,801745,1078188,34830916,1721,20920363,20920363,,20920363,592,1300480,1300480,13.97,0,1007.14,1354.41,43754.35,0.00,,,20920363,13.97,81069167
39fba35826ce8c87cd8e8de1969b2dd2-SGI_30_80_26_70_4-log.shuffled-as.sat03-208,TIMEOUT,124,0,0,5181.933233382,99,0,0,0,0,68,7476,0,0,0,0,0,4096,,,,,,,,,130,53458,53458,,0,,,,,,,,,2066808
37ca184832fc6fa43a22ae900f1756a2-circuit_32in32out_with_350gates_6in6out_dist64_seed1.sanitized,SAT,10,0,0,104.866253171,99,0,0,0,0,1450,178,0,0,0,0,0,4096,108540,192875,6263463,285,1414653,1414653,,1414653,2132,1411200,1411200,13.19,0,1035.03,1839.24,59728.10,0.00,,,1414653,13.19,87320953
39277cab188349aee0f229cb7341b5c5-crafted_n12_d6_c4_num23,TIMEOUT,124,0,0,5182.822369697,99,0,0,0,0,4018,11210,0,0,0,0,0,4096,,,,,,,,,56064,15834432,15834432,,0,,,,,,,,,245823757
385042a6042a0df5ddfec6e17f285ae7-lec_mult_CvD_11x11.sanitized,UNSAT,20,0,0,4614.282259187,99,0,0,0,0,39,1579,0,0,0,0,0,4096,103928088,120031636,18765882867,131070,2690978233,2690978233,,2690978233,2780,8297,8297,60.84,.67,22523.13,26013.06,4066912.64,0.00,,,2690978233,60.84,113886
37a11ae189df2834a3f294736f34608f-mdp-28-16-unsat,TIMEOUT,124,0,0,5168.150656983,99,0,0,0,0,37,1637,0,0,0,0,0,4096,,,,,,,,,750,4217,4217,,.35,,,,,,,,,66685
36dbc206c7d9773bebb03f752070cee9-tseitin_grid_n11_m20.sanitized,TIMEOUT,124,0,0,5166.537110297,100,0,0,0,0,37,6401,0,0,0,0,0,4096,,,,,,,,,409,1520,1520,,.53,,,,,,,,,27931
3593875d75d6e836a3ac328c5426c1b5-Break_18_32.xml,TIMEOUT,124,0,0,5166.632739029,100,0,0,0,0,83,10380,0,0,0,0,0,4096,,,,,,,,,37028,187771,187771,,.39,,,,,,,,,3031620
34fa0922e66aee3b6f6ffe1760f459d4-f9idw,UNSAT,20,0,0,1726.816540076,99,0,0,0,0,514,4401,0,0,0,0,0,4096,4130003,15512464,2260779027,7260,199747209,199747209,,199747209,526651,1570020,1570020,42.99,.67,2391.68,8983.27,1309217.84,0.00,,,199747209,42.99,29596746
32585e66749f42e161e94fc49fd64750-pcmax-scheduling-m26-6398-62377-UNSAT.sanitized,UNSAT,20,0,0,8681.191971709,14,0,0,0,0,52,2869,0,0,0,0,0,4096,7484485,11550334,464461241,12284,525401727,525401727,,525401727,6397,60575,60575,28.29,.21,862.14,1330.50,53502.01,0.00,,,525401727,28.29,1042025
35789168b67a74985804902008251269-tseitingrid6x200_shuffled,TIMEOUT,124,0,0,12471.752218911,40,0,0,0,0,40,8347,0,0,0,0,0,4096,,,,,,,,,2400,9600,9600,,.50,,,,,,,,,212704
334aa882de28856fc8c75885285d2a3c-HCP-446-105,TIMEOUT,124,0,0,12450.174306462,40,0,0,0,0,128,8051,0,0,0,0,0,4096,,,,,,,,,29934,247391,247391,,.24,,,,,,,,,5723473
31e788a12ddc8b43ec20e77d53abaa23-pcmax-scheduling-m40-26287-324155-SAT.sanitized,TIMEOUT,124,0,0,5000.239204557,99,0,0,0,0,128,6606,0,0,0,0,0,4096,,,,,,,,,26286,319289,319289,,.16,,,,,,,,,5779578
3184e52e950ac39095a801c418f68d50-mdp-28-10-unsat,UNSAT,20,0,0,3838.185881136,99,0,0,0,0,38,7745,0,0,0,0,0,4096,135626477,141179133,27195418900,163838,2784972018,2784972018,,2784972018,761,4321,4321,37.73,.35,35336.08,36782.77,7085487.71,0.00,,,2784972018,37.73,68333
31bb67fe67e57dbeb8c4819b01892588-hwmcc17miters-xits-iso-oski15a08b08s.sanitized,TIMEOUT,124,0,0,5000.366294926,99,0,0,0,0,1467,5508,0,0,0,0,0,4096,,,,,,,,,1454447,4369240,4369240,,.66,,,,,,,,,88398638
305ad7d773d6c72be9b1efbf7bf482e0-asconhashv12_opt64_H9_M2-MIC4kfhiA_m0_6_U2.c,UNSAT,20,0,0,1058.753062537,99,0,0,0,0,163,1350,0,0,0,0,0,4096,904693,3314069,1772315343,1977,107137522,107137522,,107137522,158748,372744,372744,23.31,.85,854.48,3130.16,1673964.78,0.00,,,107137522,23.31,7872190
303480ca7e8322d771c94caf4ebd4e95-circuit_48in64out_with_700gates_4in4out_dist128_seed1.sanitized,SAT,10,0,0,17.867239456,99,0,0,0,0,151,125,0,0,0,0,0,4096,205888,292787,26244649,511,4786279,4786279,,4786279,2848,168000,168000,28.85,.03,11523.21,16386.80,1468869.83,0.00,,,4786279,28.85,7214696
3129198788f182ce6955b18aa3c7e61e-simon-r24-1.sanitized,TIMEOUT,124,0,0,5000.181255631,99,0,0,0,0,40,5280,0,0,0,0,0,4096,,,,,,,,,3968,13120,13120,,.60,,,,,,,,,211681
30f0db845937bbda3ffde60e5ed4cb3f-Folkman-190-66337703.sanitized,TIMEOUT,124,0,0,5000.176080655,99,0,0,0,0,42,5131,0,0,0,0,0,4096,,,,,,,,,17947,22008,22008,,1.63,,,,,,,,,433426
2fcd8533eba981967292f1b6e41f7433-simon-r20-0.sanitized,TIMEOUT,124,0,0,5000.127013451,99,0,0,0,0,38,1992,0,0,0,0,0,4096,,,,,,,,,3328,10944,10944,,.60,,,,,,,,,175280
2eb039a5aa6bfb6e41d3afd41071ca55-ER_500_30_3.apx_1_DC-ST,TIMEOUT,124,0,0,5000.171926390,99,0,0,0,0,56,19024,0,0,0,0,0,4096,,,,,,,,,1002,113964,113964,,.01,,,,,,,,,1398439
2dd4b14a8a820e7baa073554ae2c6cb0-rphp_p8_r160.sanitized,TIMEOUT,124,0,0,5000.184854418,99,0,0,0,0,74,6714,0,0,0,0,0,4096,,,,,,,,,2560,94968,94968,,.05,,,,,,,,,2397750
2b8a711debc3a6edd01e7b4e305342d9-REGRandom-K4-L2-Seed35.sanitized,ERROR,0,0,0,495.392628801,99,0,0,0,0,1265,499,0,0,0,0,0,4096,,,,,,,,,10240,3306240,3306240,,0,,,,,,,,,75867315
2d6d26e1c5b4f2763c03697a6d00d3cf-fixedbandwidth-eq-31_shuffled,TIMEOUT,124,0,0,5000.130922309,99,0,0,0,0,37,9402,0,0,0,0,0,4096,,,,,,,,,125,510,510,,.49,,,,,,,,,6648
fb51311320bb42bdb893249998a77f40-constraints_16_0.3_1.sanitized,UNSAT,20,0,0,1107.605834823,99,0,0,0,0,144,590,136,0,0,0,0,4096,3415524,5646570,299587734,6140,365907777,365907777,,365907777,2240,21080,21080,34.01,.21,3083.69,5097.99,270482.26,0.00,,,365907777,34.01,5796494
ff9e9b01d50d01ecb6740472d7dd36cd-1-ZC-512-K-61.sanitized,SAT,10,0,0,1551.454923391,99,0,0,0,0,310,3715,264,0,0,0,0,4096,1579332,2994024,1939095773,3069,89295110,89295110,,89295110,30426,1001558,1001558,23.90,.06,1017.96,1929.81,1249856.34,0.00,,,89295110,23.90,16151208
fb45d41807bcbbbe689de282c1310798-Break_unsat_16_27.xml,TIMEOUT,124,0,0,4838.365832735,99,0,0,0,0,73,13176,16,0,0,0,0,4096,,,,,,,,,31113,127844,127844,,.48,,,,,,,,,2013446
2b60f9be1439f63b7f174c6b8ca7fedf-sgen1-unsat-121-100,TIMEOUT,124,0,0,27732.611433007,18,0,0,0,0,36,9951,0,0,0,0,0,4096,,,,,,,,,121,252,252,,.96,,,,,,,,,3263
2c3c28f6d939d157e909c57a265fc908-mchess_17,TIMEOUT,124,0,0,27732.624234163,18,0,0,0,0,48,1824,336,0,0,0,0,4096,,,,,,,,,544,1811,1811,,.60,,,,,,,,,22436
2b043efb4bde6d83f7c95a8e8e2d7bf8-simon-r21-0.sanitized,TIMEOUT,124,0,0,27732.617205320,18,0,0,0,0,43,1934,0,0,0,0,0,4096,,,,,,,,,3488,11488,11488,,.60,,,,,,,,,184398
2a53e9c6a25a50d753a94ead66065826-mp1-ps_5000_21250_3_0_0.8_0_1.50_6,UNSAT,20,0,0,127.035990553,99,0,0,0,0,58,84,248,0,0,0,0,4096,2412854,2817094,482378498,4095,44698603,44698603,,44698603,5000,21250,21250,36.78,.47,18993.46,22175.55,3797179.80,0.00,,,44698603,36.78,352187
2a15a30186afdad41a49c5c5366d01be-Timetable_C_392_E_62_Cl_26_S_28,ERROR,0,0,0,3041.805549029,99,0,0,0,0,650,4810,256,0,0,0,0,4096,,,,,,,,,282525,1743751,1743751,,.32,,,,,,,,,37988877
2b032f8a8976a302ad125eb50a3e8445-1-ZC-512-K-60.sanitized,SAT,10,0,0,3202.727276306,99,0,0,0,0,296,4099,88,0,0,0,0,4096,2146388,3996902,2563736209,4093,126871755,126871755,,126871755,29974,975001,975001,25.79,.06,670.17,1247.96,800485.33,0.00,,,126871755,25.79,15720840
29ab150158d641568f888e8401d2ac13-bmc_QICE_snp_vld_30,UNSAT,20,0,0,736.060941987,98,0,0,0,0,7418,980,0,0,0,0,0,4096,733205,5184554,449329793,1534,19230655,19230655,,19230655,6744958,19013082,19013082,52.82,.70,996.11,7043.64,610451.88,0.00,,,19230655,52.82,455386646
282a02a1743eb47c6b340e52ecce40a2-lru_6.sanitized,ERROR,0,0,0,47.704326784,67,0,0,0,0,21332,52,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,1560911009
29e61b1317804fb897e84237613d42bb-worker_30_60_25_0.9,TIMEOUT,124,0,0,5000.160837445,99,0,0,0,0,55,10783,0,0,0,0,0,4096,,,,,,,,,1015,21642,21642,,.09,,,,,,,,,258561
26b648475cfd06695a17ac95f4469744-128_75.sanitized,ERROR,0,0,0,45.036177651,67,0,0,0,0,21247,50,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,1785088883
26254890fa7107f85242ec9190da2a7a-002,SAT,10,0,0,287.047680450,99,0,0,0,0,111,255,0,0,0,0,0,4096,4079870,26994035,442493055,7165,327764720,327764720,,327764720,4128,72259,72259,9.85,.11,14213.21,94040.24,1541531.54,0.00,,,327764720,9.85,4688467
278aa933fdef642f33fb02a2b18717c1-lec_mult_DvK_11x10.sanitized,UNSAT,20,0,0,4052.532524055,99,0,0,0,0,56,1691,0,0,0,0,0,4096,37667864,42771073,14629606200,52220,1169489987,1169489987,,1169489987,4538,13573,13573,74.55,.66,9294.89,10554.15,3609991.06,0.00,,,1169489987,74.55,194322
29d86d9a3b85c349e10ad68d7a713da2-1-ZC-512-K-63.sanitized,TIMEOUT,124,0,0,5000.247657039,99,0,0,0,0,396,18069,0,0,0,0,0,4096,,,,,,,,,31327,1055451,1055451,,.05,,,,,,,,,17024533
25cc054738293c0d9377d7b72b78a341-string_compare_safety_cbmc_unwinding_900,UNSAT,20,0,0,2678.097276826,99,0,0,0,0,6495,3438,0,0,0,0,0,4096,577453,10057738,3775330737,1213,672130758,672130758,,672130758,3275344,16684262,16684262,30.13,.39,215.62,3755.55,1409706.34,0.00,,,672130758,30.13,398521179
25447f441df2f134223d3e43319c99ad-lec_mult_CvW_12x11.sanitized,TIMEOUT,124,0,0,5000.140693478,99,0,0,0,0,38,1579,0,0,0,0,0,4096,,,,,,,,,3111,9288,9288,,.66,,,,,,,,,128434
24bdfb34654b1aa703fae31ea91e7c7f-tseitin_d3_n158.sanitized,TIMEOUT,124,0,0,5000.127505308,99,0,0,0,0,38,3225,0,0,0,0,0,4096,,,,,,,,,237,632,632,,.75,,,,,,,,,8946
23daec2c71ce3c1e346e6042f3dc42eb-mdp-32-14-unsat,TIMEOUT,124,0,0,5000.127162842,99,0,0,0,0,39,2991,0,0,0,0,0,4096,,,,,,,,,979,5556,5556,,.35,,,,,,,,,88743
210fe1c0ffefde5bcd03d59b1efa6984-32_325.sanitized,ERROR,0,0,0,46.872481452,66,0,0,0,0,21270,59,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,2226166985
22b4cf412c811872d6ba5078106aeb6c-j3037_10_rggt_b,SAT,10,0,0,427.224837912,99,0,0,0,0,54,1044,0,0,0,0,0,4096,2311351,2809747,2412088498,4095,61554103,61554103,,61554103,14174,66704,66704,49.03,.42,5410.15,6576.74,5645946.31,0.00,,,61554103,49.03,1126507
1f44da3598ccf8bcbe9a90fb1b2f1ebd-REGRandom-K3-L3-Seed25.sanitized,UNSAT,20,0,0,114.427033800,99,0,0,0,0,198,162,0,0,0,0,0,4096,3467508,15424778,66144855,6141,447009843,447009843,,447009843,4608,474496,474496,7.70,.01,30303.22,134800.12,578052.69,0.00,,,447009843,7.70,10079060
1ea68d0008f01c50a1e4fec77dd0775e-REGRandom-K4-L1-Seed30.sanitized,UNSAT,20,0,0,119.922374075,99,0,0,0,0,333,97,0,0,0,0,0,4096,1442681,6168230,26703314,2811,222172944,222172944,,222172944,4608,825728,825728,9.99,.01,12030.12,51435.18,222671.65,0.00,,,222172944,9.99,18457774
2115182958f6cfb5a172a24f989b86dd-rook-42-0-1,TIMEOUT,124,0,0,5000.154238538,99,0,0,0,0,121,7787,0,0,0,0,0,4096,,,,,,,,,77529,297898,297898,,.52,,,,,,,,,5424748
207b28c3cefc55b143259222cbfd4962-pcmax-scheduling-m37-28831-324346-SAT.sanitized,TIMEOUT,124,0,0,5000.180789754,99,0,0,0,0,128,8189,0,0,0,0,0,4096,,,,,,,,,28830,320272,320272,,.18,,,,,,,,,5812312
1e0da402100982e53001a64281149dd9-linked_list_swap_contents_safety_unwind63,UNSAT,20,0,0,296.539969665,97,0,0,0,0,11518,389,0,0,0,0,0,4096,4653,2589667,182401620,25,8484396,8484396,,8484396,2380624,27703472,27703472,19.73,.17,15.69,8732.94,615099.61,0.00,,,8484396,19.73,707984909
1e74212168124b696531fed471b480b1-mdp-32-10-unsat,TIMEOUT,124,0,0,5000.142608491,99,0,0,0,0,38,2008,0,0,0,0,0,4096,,,,,,,,,994,5681,5681,,.34,,,,,,,,,90876
1e3c3e8d349759b8b482a6f2721762c4-apn-sbox5-cut3-symmbreak,TIMEOUT,124,0,0,13384.347251450,37,0,0,0,0,59,6670,0,0,0,0,0,4096,,,,,,,,,21240,86056,86056,,.49,,,,,,,,,1493292
1afa2d7a3d817c3149da432eece66da8-worker_550_550_550_0.3,SAT,10,0,0,336.090153747,99,0,0,0,0,2673,246,0,0,0,0,0,4096,115895,15984969,39518456,315,226925822,226925822,,226925822,93713,10295409,10295409,0.17,.01,344.83,47561.55,117582.90,0.00,,,226925822,0.17,162838394
1b3c7ac17705be94daaddb5f5ae4816b-rook-56-0-0,TIMEOUT,124,0,0,13384.311938141,37,0,0,0,0,256,7663,0,0,0,0,0,4096,,,,,,,,,181773,705256,705256,,.51,,,,,,,,,13675796
